LSOA2011,LSOA.name.(2011),Local.Authority.District.code.(2019),Local.Authority.District.name.(2019),Index.of.Multiple.Deprivation.(IMD).Score,Index.of.Multiple.Deprivation.(IMD).Rank,Index.of.Multiple.Deprivation.(IMD).Decile,Index.of.Multiple.Deprivation.(IMD).Decile,Income.Score.(Rank,Income.Score.(Decile,Employment.Score.(rate),Employment.Score.(Rank,Employment.Score.(Decile,"Education,.Skills.and.Training.Score","Education,.Skills.and.Training.Rank","Education,.Skills.and.Training.Decile",Health.Deprivation.and.Disability.Score,Health.Deprivation.and.Disability.Rank,Health.Deprivation.and.Disability.Decile,Crime.Score,Crime.Rank,Crime.Decile,Barriers.to.Housing.and.Services.Score,Barriers.to.Housing.and.Services.Rank,Barriers.to.Housing.and.Services.Decile,Living.Environment.Score,Living.Environment.Rank,Living.Environment.Decile,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(rate),Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Rank,Income.Depriv.Affecting.Children.Index.(IDACI).Score.(Decile,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(rate),Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Rank,Income.Depriv.Affecting.Older.People.(IDAOPI).Score.(Decile,Children.and.Young.People.Sub-domain.Score,Children.and.Young.People.Sub-domain.Rank,Children.and.Young.People.Sub-domain.Decile,Adult.Skills.Sub-domain.Score,Adult.Skills.Sub-domain.Rank,Adult.Skills.Sub-domain.Decile,Geographical.Barriers.Sub-domain.Score,Geographical.Barriers.Sub-domain.Rank,Geographical.Barriers.Sub-domain.Decile,Wider.Barriers.Sub-domain.Score,Wider.Barriers.Sub-domain.Rank,Wider.Barriers.Sub-domain.Decile,Indoors.Sub-domain.Score,Indoors.Sub-domain.Rank,Indoors.Sub-domain.Decile,Outdoors.Sub-domain.Score,Outdoors.Sub-domain.Rank,Outdoors.Sub-domain.Decile
E01009137,Birmingham 011G,E08000025,Birmingham,58.511,80,2,3,134,3,0.225,126.5,2,63.607,41,1,1.179,121.5,2,1.159,45,1,26.622,485,8,56.205,75,2,0.408,78,2,0.347,218,4,1.456,11,1,0.492,168,3,-1.07,570,9,3.63,302,5,1.268,66,2,1.1,224,4
E01009138,Birmingham 060A,E08000025,Birmingham,25.09,443,7,8,378,6,0.096,462.5,8,22.92,383,6,0.063,554,9,-0.138,522.5,9,30.52,353,6,35.556,421,7,0.185,414,7,0.307,265,5,-0.008,407,7,0.375,348,6,-0.254,306,5,3.513,325,6,0.656,369,6,0.802,432,7
E01009139,Birmingham 060B,E08000025,Birmingham,23.688,467,8,9,462.5,8,0.081,511.5,8,14.867,463,8,0.115,538,9,0.155,427,7,33.877,244,4,46.993,203,4,0.137,482.5,8,0.201,411.5,7,-0.216,462,8,0.312,454,8,0.081,157,3,3.418,340,6,1.05,176.5,3,0.905,362.5,6
E01009140,Birmingham 060C,E08000025,Birmingham,32.387,371,6,7,415,7,0.129,384,6,12.753,480,8,0.797,266,5,1.182,40,1,35.199,173,3,37.238,386,7,0.113,516,9,0.238,355.5,6,-0.581,526,9,0.319,445.5,7,-0.186,276,5,4.121,212,4,0.643,373,6,0.986,303.5,5
E01009141,Birmingham 137A,E08000025,Birmingham,56.453,106,2,3,27,1,0.235,100.5,2,37.035,263,5,0.994,193,4,0.366,316.5,5,42.424,31,1,37.23,387,7,0.483,20,1,0.455,112,2,0.648,171,3,0.422,281.5,5,-0.113,238,4,4.906,51,1,0.433,470,8,1.363,98,2
E01009143,Birmingham 136A,E08000025,Birmingham,61.744,42,1,2,16.5,1,0.294,13,1,42.153,214,4,1.529,36,1,0.118,443.5,7,34.607,202,4,30.354,497,8,0.498,15.5,1,0.391,168,3,0.477,230.5,4,0.486,176.5,3,-0.335,330,6,4.234,198,4,0.143,541,9,1.219,157,3
E01009145,Birmingham 060D,E08000025,Birmingham,26.205,430,7,8,432.5,7,0.095,466.5,8,9.527,522,9,0.02,568,9,0.777,146,3,32.495,292,5,50.411,158,3,0.138,479.5,8,0.215,392,7,-0.725,546.5,9,0.288,484.5,8,-0.329,326,6,3.94,253,4,1.126,135,3,0.999,291.5,5
E01009146,Birmingham 136B,E08000025,Birmingham,41.792,290,5,6,328.5,6,0.17,295,5,23.221,378,6,1.27,85,2,1.463,11,1,31.074,332,6,31.183,483,8,0.334,188.5,3,0.448,115,2,0.248,327,6,0.345,400.5,7,-1.165,584,10,4.304,188,3,-0.291,597,10,1.727,19,1
E01009147,Birmingham 060E,E08000025,Birmingham,46.788,223,4,5,313.5,5,0.213,165.5,3,10.767,509,8,1.508,38,1,0.83,123,2,32.895,276.5,5,58.089,56,1,0.139,475.5,8,0.334,238,4,-0.305,476,8,0.267,502,8,-0.957,546,9,4.481,160.5,3,1.324,47,1,1.107,217.5,4
E01009151,Birmingham 053A,E08000025,Birmingham,39.08,314,5,6,268,5,0.15,334,6,44.723,187,3,0.251,491.5,8,-0.12,515,9,33.585,254,4,51.374,136,3,0.259,325,6,0.394,164,3,0.471,232,4,0.505,148.5,3,-0.691,466,8,4.434,170,3,1.187,104,2,0.917,354,6
E01009152,Birmingham 053B,E08000025,Birmingham,49.865,190,3,4,189,3,0.197,218,4,39.301,244,4,0.827,253.5,4,0.711,167,3,36.54,114,2,55.343,84,2,0.225,368,6,0.617,38,1,0.303,302,5,0.483,181.5,3,-1.795,633,10,5.018,26,1,1.162,118,2,1.321,112,2
E01009153,Birmingham 053C,E08000025,Birmingham,48.369,204,4,5,229,4,0.187,251.5,4,25.381,358,6,1.008,187,3,1.073,62,1,36.259,124,2,56.93,69,2,0.358,153,3,0.355,206.5,4,0.348,286,5,0.353,392,7,-1.096,575,9,4.905,52.5,1,1.176,108,2,1.404,78,2
E01009155,Birmingham 125B,E08000025,Birmingham,66.559,15,1,2,53,1,0.3,8.5,1,67.194,19,1,1.846,4,1,0.872,109.5,2,35.873,144,3,12.854,632,10,0.448,39.5,1,0.35,213,4,1.357,17,1,0.531,102.5,2,0.01,185.5,3,3.907,260,5,-0.754,628,10,0.461,611.5,10
E01009157,Birmingham 125D,E08000025,Birmingham,59.609,62,1,2,75,2,0.28,27.5,1,58.05,71,2,1.401,55.5,1,0.652,185,3,35.306,165,3,16.815,612,10,0.431,55.5,1,0.384,180.5,3,1.213,33,1,0.497,159.5,3,-0.083,228.5,4,3.985,245,4,-0.406,613,10,0.613,554,9
E01009158,Birmingham 129A,E08000025,Birmingham,44.97,248,4,5,256,4,0.186,255.5,4,34.38,288,5,1.554,33,1,0.272,368,6,38.419,76,2,25.188,561,9,0.351,166,3,0.306,268,5,0.736,138,3,0.382,341.5,6,0.558,25,1,2.883,412,7,-0.46,616,10,1.395,83,2
E01009159,Birmingham 130A,E08000025,Birmingham,23.431,471,8,9,442.5,7,0.114,412.5,7,12.873,479,8,0.399,436,7,0.881,104,2,27.321,464,8,13.269,631,10,0.184,418.5,7,0.133,513.5,9,-0.061,423,7,0.263,506,8,0.125,135.5,3,1.993,520,9,-0.309,601,10,0.113,639,10
E01009160,Birmingham 125E,E08000025,Birmingham,71.69,5,1,2,4,1,0.319,6,1,69.703,14,1,1.606,20,1,1.162,44,1,33.861,247,4,14.549,624,10,0.665,1,1,0.305,270.5,5,1.476,10,1,0.528,107.5,2,-0.079,227,4,3.77,279,5,-0.575,623,10,0.519,596.5,10
E01009161,Birmingham 125F,E08000025,Birmingham,45.276,245,4,5,249,4,0.194,229,4,38.824,248,4,1.295,77,2,1.091,61,1,32.807,280,5,12.301,636,10,0.348,168,3,0.302,278,5,0.798,117.5,2,0.413,294.5,5,0.114,139,3,3.133,378,6,-0.812,631,10,0.433,616,10
E01009162,Birmingham 124A,E08000025,Birmingham,29.026,405,7,8,417,7,0.102,441,7,21.991,396,7,0.574,365.5,6,0.583,219,4,27.803,450,8,50.413,156,3,0.208,387.5,7,0.13,521,9,0.165,355.5,6,0.344,403,7,0.16,118,2,1.988,523,9,1.251,72,2,0.606,558,9
E01009163,Birmingham 129B,E08000025,Birmingham,43.091,275,5,6,305.5,5,0.154,327,6,41.616,223,4,0.767,275,5,1.481,10,1,37.334,95,2,33.578,446,7,0.311,239,4,0.234,365,6,0.998,68,2,0.403,310,5,0.393,57,1,3.199,372,6,0.623,385.5,7,0.687,501,8
E01009164,Birmingham 130B,E08000025,Birmingham,30.515,392,7,8,375.5,6,0.131,377,6,27.642,339,6,0.985,196,4,-0.116,513,9,20.85,593,10,38.553,357,6,0.31,241.5,4,0.154,477.5,8,0.438,241,4,0.363,367,6,-0.756,488,8,2.3,477,8,0.902,258,5,0.466,610,10
E01009165,Birmingham 129C,E08000025,Birmingham,41.325,297,5,6,258.5,5,0.17,295,5,34.66,286,5,0.879,239,4,0.293,357,6,41.085,39,1,29.734,511,8,0.409,75.5,2,0.248,343.5,6,0.734,140.5,3,0.385,335,6,0.471,41,1,3.645,300,5,0.438,466,8,0.692,498,8
E01009166,Birmingham 131A,E08000025,Birmingham,28.076,416,7,8,388,7,0.094,472,8,28.247,336,6,0.323,471.5,8,0.024,469,8,24.66,527,9,54.092,94,2,0.284,279.5,5,0.19,426,7,0.646,173,3,0.335,418,7,-0.284,314,5,2.428,462,8,1.322,48,1,0.751,464,8
E01009167,Birmingham 130C,E08000025,Birmingham,25.947,432,7,8,413,7,0.104,434,7,32.331,303,5,0.474,405.5,7,0.354,325,6,20.875,592,10,33.346,450,8,0.222,371.5,6,0.154,477.5,8,0.807,111,2,0.348,397.5,7,-0.214,284,5,1.488,579,10,0.685,356,6,0.506,602,10
E01009168,Birmingham 131B,E08000025,Birmingham,21.994,493,8,9,500,8,0.094,472,8,20.202,409,7,0.384,442,7,0.071,456,8,19.684,604,10,42.833,277,5,0.145,469.5,8,0.126,527,9,-0.133,444,7,0.361,369,6,-0.581,422.5,7,1.853,537,9,1.065,171.5,3,0.431,617,10
E01009169,Birmingham 129D,E08000025,Birmingham,24.85,450,8,9,457.5,8,0.091,486,8,25.454,357,6,0.615,348,6,0.391,310,5,24.729,524,9,35.764,416,7,0.153,460.5,8,0.188,429,7,0.519,219,4,0.328,432,7,-0.155,258,5,2.178,495,8,0.753,326.5,6,0.597,563,9
E01009170,Birmingham 131C,E08000025,Birmingham,13.764,590,10,11,581,10,0.063,564.5,9,17.539,430,7,0.09,544,9,-0.532,594,10,17.031,628,10,32.947,455,8,0.091,547,9,0.075,598,10,-0.181,455,8,0.338,412.5,7,-0.7,472,8,1.44,582,10,0.604,397.5,7,0.666,513,9
E01009171,Birmingham 130D,E08000025,Birmingham,37.802,323,6,7,298,5,0.169,298.5,5,31.308,314,5,1.143,133.5,3,0.613,210,4,26.39,490,8,23.657,571,9,0.312,236,4,0.26,333.5,6,0.609,187,3,0.374,350.5,6,-0.121,243,4,2.438,458.5,8,0.195,532,9,0.502,604,10
E01009172,Birmingham 119A,E08000025,Birmingham,49.213,197,4,5,236.5,4,0.204,191,3,40.765,235,4,1.121,144,3,0.868,111.5,2,28.39,426,7,54.228,93,2,0.375,120.5,2,0.305,270.5,5,0.65,169.5,3,0.454,233,4,-0.522,405,7,3.517,324,6,1.021,199,4,1.576,37,1
E01009173,Birmingham 119B,E08000025,Birmingham,54.819,118.5,2,3,134,3,0.248,73,2,42.048,215,4,1.136,138,3,0.296,356,6,29.073,402,7,61.012,42,1,0.423,61,1,0.29,296,5,0.801,114,2,0.441,255,4,-0.634,446,7,3.766,281,5,1.236,82,2,1.569,38,1
E01009174,Birmingham 119C,E08000025,Birmingham,49.307,196,4,5,210.5,4,0.187,251.5,4,47.366,166,3,1.401,55.5,1,1.277,28,1,30.143,367,6,26.976,545,9,0.412,68.5,2,0.265,328,6,1.176,38,1,0.419,285,5,-0.164,264,5,3.279,356,6,0.363,488,8,0.551,582,10
E01009175,Birmingham 104A,E08000025,Birmingham,26.094,431,7,8,469,8,0.095,466.5,8,4.83,570,9,0.324,470,8,0.754,153,3,17.144,626,10,69.859,6,1,0.138,479.5,8,0.184,433.5,7,-0.489,512,8,0.168,605.5,10,-0.971,547.5,9,1.704,558,9,1.626,8,1,1.29,129,3
E01009176,Birmingham 105E,E08000025,Birmingham,27.037,424,7,8,400,7,0.114,412.5,7,9.07,529,9,0.192,513,9,0.845,120,2,31.519,325,6,38.429,364,6,0.175,429,7,0.184,433.5,7,-0.448,505.5,8,0.257,515,9,0.178,112,2,2.715,423,7,0.61,393,7,1.16,188.5,3
E01009177,Birmingham 104B,E08000025,Birmingham,21.855,495,8,9,470.5,8,0.087,494.5,8,6.175,553,9,0.262,488,8,-0.138,522.5,9,16.903,630,10,61.662,36,1,0.111,518,9,0.234,365,6,-0.394,496,8,0.191,579,10,-0.723,479,8,1.439,583,10,1.525,12,1,0.856,404.5,7
E01009178,Birmingham 104C,E08000025,Birmingham,32.264,375,6,7,403,7,0.12,401,7,4.536,574,9,0.762,279.5,5,1.037,71,2,19.862,603,10,66.957,12,1,0.129,494,8,0.343,227,4,-0.586,527,9,0.179,588.5,10,-1.507,623,10,2.462,454,8,1.584,10,1,1.16,188.5,3
E01009179,Birmingham 104D,E08000025,Birmingham,19.439,537,9,10,495,8,0.073,535,9,5.513,562,9,0.236,499.5,8,0.302,352.5,6,24.263,531,9,43.493,267,5,0.134,486,8,0.168,455.5,8,-0.874,573,9,0.235,536.5,9,-0.188,277,5,2.157,499,8,0.839,285.5,5,1.103,222,4
E01009182,Birmingham 092A,E08000025,Birmingham,58.12,84,2,3,92.5,2,0.284,19,1,22.757,388,7,1.416,53,1,0.872,109.5,2,39.064,60,1,36.951,392,7,0.366,141.5,3,0.551,69,2,-0.147,447,7,0.387,331.5,6,-0.692,467,8,5.04,21,1,0.736,337.5,6,0.767,457.5,8
E01009183,Birmingham 088C,E08000025,Birmingham,17.694,555,9,10,567,9,0.044,600,10,1.623,614,10,-0.317,617,10,1.365,20,1,31.71,320,5,32.697,458,8,0.105,530,9,0.083,589,10,-1.58,619.5,10,0.177,592,10,0.416,49.5,1,1.99,522,9,0.419,473,8,1.003,288,5
E01009184,Birmingham 092B,E08000025,Birmingham,29.974,397,7,8,380.5,6,0.138,363,6,2.677,598,10,0.893,231,4,0.353,326.5,6,24.594,529,9,49.504,169,3,0.125,500.5,8,0.306,268,5,-0.8,559,9,0.145,621.5,10,-1.084,571,9,3.277,357,6,1.105,153.5,3,0.982,308.5,5
E01009185,Birmingham 093A,E08000025,Birmingham,20.757,515,9,10,546,9,0.065,560,9,3.152,588,10,0.069,551,9,0.625,198,4,30.295,361,6,53.619,100,2,0.072,577.5,10,0.114,548,9,-0.996,581,10,0.192,577.5,10,0.01,185.5,3,2.926,408,7,1.28,63,1,0.839,415,7
E01009186,Birmingham 088D,E08000025,Birmingham,23.236,475,8,9,495,8,0.099,454,8,2.425,602,10,-0.141,597,10,1.172,43,1,31.346,328,6,36.764,400,7,0.118,510,8,0.129,523,9,-1.084,586,10,0.177,592,10,0.139,130,3,2.789,421,7,0.702,350,6,0.822,424,7
E01009187,Birmingham 092C,E08000025,Birmingham,21.665,499,8,9,491,8,0.118,405,7,1.562,617,10,0.2,512,8,0.308,348.5,6,26.885,479,8,38.485,360,6,0.083,560,9,0.158,470,8,-1.362,602,10,0.164,609.5,10,-0.378,352,6,3.039,391,7,0.761,321,6,0.845,410,7
E01009188,Birmingham 092D,E08000025,Birmingham,22.003,492,8,9,440,7,0.099,454,8,1.71,612,10,0.357,456,8,0.419,294,5,23.817,539,9,40.626,320,5,0.116,512,8,0.229,371,6,-1.526,615,10,0.178,590,10,-1.115,577,10,3.144,376,6,0.886,264,5,0.735,473,8
E01009189,Birmingham 104E,E08000025,Birmingham,16.636,561,9,10,530.5,9,0.084,502,8,1.51,620,10,0.06,556,9,0.084,453,8,17.541,624,10,41.453,304,5,0.105,530,9,0.107,558,9,-1.62,626,10,0.174,595.5,10,-0.762,489,8,1.615,569,9,0.813,296.5,5,0.993,297.5,5
E01009192,Birmingham 052B,E08000025,Birmingham,47.546,213,4,5,119,2,0.199,210.5,4,58.787,63,1,0.775,272.5,5,-0.409,575,9,34.409,216,4,30.304,498,8,0.323,213,4,0.679,20,1,0.352,284,5,0.608,18.5,1,-1.034,560.5,9,4.694,108,2,0.219,525.5,9,1.105,219.5,4
E01009194,Birmingham 051A,E08000025,Birmingham,42.955,278,5,6,246.5,4,0.177,277,5,55.26,92,2,0.615,348,6,0.198,408.5,7,33.515,259,5,36.042,411,7,0.232,362.5,6,0.568,60,1,0.206,343,6,0.594,30,1,-1.814,634,10,4.698,106,2,0.573,411,7,1.021,281,5
E01009195,Birmingham 058A,E08000025,Birmingham,45.727,239,4,5,207,4,0.18,271.5,5,59.607,60,1,0.645,333,6,-0.21,542,9,37.329,96,2,39.87,335,6,0.27,307.5,5,0.57,59,1,0.576,195,4,0.586,38,1,-0.891,530,9,4.951,39,1,0.791,310.5,5,0.901,365,6
E01009197,Birmingham 058C,E08000025,Birmingham,50.443,183,3,4,102.5,2,0.198,215,4,50.553,144,3,0.892,232,4,-0.104,507.5,8,34.197,226,4,49.74,167,3,0.327,202,4,0.528,83.5,2,0.624,181.5,3,0.526,110.5,2,-0.881,527.5,9,4.606,127,2,1.074,167,3,1.085,233,4
E01009198,Birmingham 058D,E08000025,Birmingham,52.742,144,3,4,185.5,3,0.216,152,3,57.609,75,2,1.113,145,3,0.441,288,5,38.847,68,2,40.089,333,6,0.279,293,5,0.548,71,2,0.381,269.5,5,0.594,30,1,-0.561,417,7,4.938,44,1,0.649,372,6,1.22,156,3
E01009199,Birmingham 052D,E08000025,Birmingham,32.331,374,6,7,307.5,5,0.127,389,7,27.767,337,6,0.388,441,7,0.447,283.5,5,37.234,98,2,20.821,591,10,0.283,283,5,0.247,345.5,6,0.339,290,5,0.379,344.5,6,-0.216,285.5,5,4.45,168,3,-0.631,624,10,1.156,193,4
E01009200,Birmingham 139A,E08000025,Birmingham,54.122,131,3,4,189,3,0.228,118,2,39.104,245,4,0.683,317,5,1.403,16,1,45.609,15,1,39.332,347,6,0.298,262.5,5,0.4,153,3,0.389,265,5,0.473,196.5,4,0.064,163,3,5.016,28,1,0.146,540,9,1.886,6,1
E01009201,Birmingham 043A,E08000025,Birmingham,53.898,137,3,4,146.5,3,0.245,86,2,53.298,117,2,1.198,113.5,2,0.449,281.5,5,35.15,178,3,35.232,426,7,0.331,196,4,0.417,136,3,0.499,224,4,0.553,69.5,2,-1.788,632,10,4.873,62,1,0.077,553,9,1.673,23,1
E01009202,Birmingham 043B,E08000025,Birmingham,57.943,87,2,3,56.5,1,0.244,90.5,2,58.762,64,1,1.071,164,3,0.572,222.5,4,36.059,137,3,34.809,435,7,0.385,110,2,0.468,105,2,0.768,129,3,0.558,66.5,2,-1.372,614,10,4.936,47,1,0.285,510,8,1.379,90,2
E01009203,Birmingham 043C,E08000025,Birmingham,56.729,103,2,3,18.5,1,0.256,59.5,1,46.536,175,3,1.231,99.5,2,-0.02,484,8,35.343,160,3,21.893,584,10,0.433,53,1,0.612,42.5,1,0.034,397,7,0.55,76.5,2,-1.143,581,10,4.816,70,2,-0.742,627,10,1.299,124.5,2
E01009204,Birmingham 052E,E08000025,Birmingham,57.368,92,2,3,40,1,0.267,44.5,1,34.758,284,5,1.095,153,3,0.739,159.5,3,38.971,62,1,26.195,551,9,0.422,62,1,0.536,75,2,-0.194,458,8,0.493,166.5,3,-0.643,451,8,5.011,29,1,-0.434,614,10,1.458,55.5,1
E01009205,Birmingham 120A,E08000025,Birmingham,25.035,444.5,7,8,486,8,0.128,387,7,10.017,514,9,0.566,369,6,0.619,201.5,4,21.092,588,10,40.3,330,6,0.127,497.5,8,0.126,527,9,-0.356,490,8,0.262,508,8,-0.133,251,4,1.343,591,10,0.861,270.5,5,0.764,460,8
E01009206,Birmingham 120B,E08000025,Birmingham,17.665,556,9,10,564,9,0.065,560,9,11.781,496,8,-0.087,590,10,0.802,132,3,26.07,501,8,32.631,459,8,0.141,473,8,0.06,614.5,10,-0.418,498,8,0.293,475.5,8,0.116,138,3,1.751,549,9,0.429,472,8,0.982,308.5,5
E01009207,Birmingham 124B,E08000025,Birmingham,14.871,575,9,10,562,9,0.051,586.5,10,15.741,451,8,-0.262,612,10,-0.142,526,9,22.409,562,9,41.104,311,5,0.109,524.5,9,0.103,567,9,-0.163,452,8,0.316,450,8,0.05,169,3,1.144,598,10,0.931,240,4,0.649,526,9
E01009208,Birmingham 124C,E08000025,Birmingham,16.197,565,9,10,548,9,0.062,566.5,9,14.745,465,8,0.15,523,9,-0.136,519,9,23.274,552,9,34.825,434,7,0.118,510,8,0.112,552,9,-0.153,449.5,8,0.303,467.5,8,0.159,119.5,2,1.002,602,10,0.723,342,6,0.575,573,9
E01009209,Birmingham 124D,E08000025,Birmingham,27.614,417,7,8,420.5,7,0.113,415,7,26.195,351,6,0.459,410.5,7,0.317,341,6,29.729,379,6,37.963,374,6,0.213,379,6,0.169,453,8,0.387,266,5,0.356,384.5,7,-0.054,213,4,2.967,403,7,0.838,287,5,0.584,570,9
E01009210,Birmingham 126B,E08000025,Birmingham,40.987,301,5,6,254,4,0.173,285.5,5,32.08,307,5,1.04,174,3,0.544,235,4,27.523,459,8,37.375,379,6,0.442,44.5,1,0.147,492.5,8,0.617,184,3,0.38,343,6,-0.375,350,6,3.15,375,6,0.775,314,5,0.699,493,8
E01009211,Birmingham 120C,E08000025,Birmingham,18.054,553,9,10,564,9,0.077,520,9,11.485,500,8,0.137,530.5,9,0.473,268,5,33.007,272,5,21.764,586,10,0.084,558.5,9,0.103,567,9,-0.493,514,9,0.296,470,8,0.477,40,1,2.05,513,9,-0.005,565,9,0.638,537.5,9
E01009212,Birmingham 126C,E08000025,Birmingham,44.89,249,4,5,238.5,4,0.223,133.5,3,41.757,219,4,1.009,185.5,3,0.76,149,3,24.164,533,9,26.631,547,9,0.353,161,3,0.26,333.5,6,0.798,117.5,2,0.439,257,5,-0.971,547.5,9,3.137,377,6,0.286,509,8,0.656,522.5,9
E01009213,Birmingham 124E,E08000025,Birmingham,41.167,300,5,6,320.5,5,0.197,218,4,39.385,240,4,0.695,310.5,5,0.965,81,2,30.218,366,6,31.762,471,8,0.367,135.5,3,0.163,461,8,0.805,112,2,0.417,288,5,0.014,183,3,2.903,410,7,0.582,405.5,7,0.591,565,9
E01009214,Birmingham 126D,E08000025,Birmingham,58.35,83,2,3,128,2,0.265,47,1,59.911,54,1,1.345,68,2,0.97,79,2,34.65,201,4,25.965,554,9,0.411,71.5,2,0.327,245,4,1.356,18.5,1,0.485,179.5,3,-0.038,208.5,4,3.814,272,5,0.326,501,8,0.512,600,10
E01009215,Birmingham 126E,E08000025,Birmingham,63.394,32,1,2,59.5,1,0.299,10,1,43.735,202,4,1.82,6,1,0.789,141.5,3,32.161,304,5,33.563,447,7,0.405,82,2,0.395,162,3,0.738,137,3,0.465,213,4,-0.436,370,6,4.013,236,4,0.702,350,6,0.489,605.5,10
E01009216,Birmingham 131D,E08000025,Birmingham,29.53,402,7,8,361.5,6,0.138,363,6,30.301,320,5,0.451,415.5,7,0.459,275,5,22.455,561,9,27.544,537,9,0.314,233,4,0.171,449,8,0.58,193.5,4,0.369,359,6,-0.545,413,7,2.392,468,8,0.304,505,8,0.719,484,8
E01009217,Birmingham 131E,E08000025,Birmingham,14.527,579,10,11,580,10,0.067,555,9,17.467,432,7,-0.151,600,10,-0.432,579,10,21.741,577,10,35.185,427,7,0.096,537.5,9,0.053,619.5,10,-0.34,485,8,0.352,393.5,7,-0.057,214,4,1.293,594,10,0.754,325,6,0.529,589.5,10
E01009218,Birmingham 120D,E08000025,Birmingham,23.74,466,8,9,453.5,8,0.144,353,6,2.502,600,10,0.65,330,6,0.442,287,5,21.381,583,10,27.936,534,9,0.065,582.5,10,0.155,474,8,-1.407,605,10,0.198,569.5,9,-0.121,243,4,1.38,588,10,0.355,492,8,0.667,512,8
E01009219,Birmingham 120E,E08000025,Birmingham,34.897,350,6,7,375.5,6,0.134,372.5,6,22.516,392,7,0.607,350,6,0.905,99,2,23.87,537,9,59.413,48.5,1,0.243,346,6,0.118,542.5,9,0.368,277,5,0.32,442.5,7,-0.344,336,6,2.375,471,8,1.383,36,1,1.063,249.5,4
E01009220,Birmingham 008A,E08000025,Birmingham,30.254,394,7,8,392.5,7,0.122,397.5,7,32.841,301,5,0.454,412,7,0.109,446,7,21.281,585,10,52.853,113,2,0.19,406,7,0.217,389,7,0.419,254,4,0.416,290.5,5,-0.837,513,9,2.463,453,8,1.178,107,2,1.065,246.5,4
E01009221,Birmingham 007A,E08000025,Birmingham,29.954,398,7,8,429,7,0.1,448,7,30.53,318,5,0.446,417,7,0.378,312,5,21.876,575,9,64.159,20,1,0.185,414,7,0.158,470,8,0.429,247.5,4,0.393,325,6,-0.262,311,5,1.798,542,9,1.523,14,1,1.081,238,4
E01009222,Birmingham 008B,E08000025,Birmingham,52.312,151,3,4,142.5,3,0.212,169,3,55.548,87,2,1.083,158,3,-0.006,476,8,29.363,391,7,57.056,66,2,0.434,52,1,0.331,242,4,0.994,69,2,0.514,134,3,-0.574,419,7,3.751,285.5,5,1.387,35,1,0.84,413,7
E01009223,Birmingham 013A,E08000025,Birmingham,26.378,429,7,8,449.5,8,0.105,431,7,22.904,384,6,0.274,484,8,0.321,338,6,30.566,348,6,44.13,255,4,0.129,494,8,0.201,411.5,7,0.102,375,6,0.361,369,6,0.35,67,2,1.972,526,9,1.026,193,4,0.702,491,8
E01009224,Birmingham 008C,E08000025,Birmingham,23.741,465,8,9,506,8,0.094,472,8,27.625,340,6,0.366,445.5,7,0.094,450,8,21.966,572,9,45.913,231,4,0.131,492,8,0.132,517.5,9,-0.055,421,7,0.424,279.5,5,-0.254,306,5,1.804,541,9,0.99,213.5,4,0.961,325.5,6
E01009225,Birmingham 013B,E08000025,Birmingham,38.464,319,5,6,310,5,0.169,298.5,5,36.412,269,5,1.01,184,3,0,474.5,8,27.967,443.5,7,40.955,316,5,0.252,334.5,6,0.289,299,5,0.587,192,3,0.425,277.5,5,-0.375,350,6,3.235,365,6,0.857,273.5,5,0.839,415,7
E01009226,Birmingham 017A,E08000025,Birmingham,25.027,446,7,8,465.5,8,0.094,472,8,21.628,399,7,0.498,395,7,0.128,438,7,24.405,530,9,48.627,182,3,0.139,475.5,8,0.184,433.5,7,0.03,400,7,0.357,382,6,-0.285,315,5,2.377,470,8,1.116,144,3,0.872,389,7
E01009227,Birmingham 013C,E08000025,Birmingham,22.275,490,8,9,472,8,0.089,491,8,19.421,415,7,0.263,485.5,8,-0.215,543,9,20.625,594,10,50.005,166,3,0.173,432.5,7,0.132,517.5,9,-0.345,486,8,0.373,352,6,-0.338,332,6,1.68,565,9,1.059,173.5,3,1.147,201,4
E01009228,Birmingham 013D,E08000025,Birmingham,24.259,456,8,9,476.5,8,0.098,458.5,8,17.462,433,7,0.358,454.5,8,-0.141,525,9,21.649,579,10,57.026,67,2,0.129,494,8,0.162,462.5,8,-0.432,500,8,0.359,376,6,-0.557,416,7,2.238,488,8,1.3,57,1,1.082,237,4
E01009229,Birmingham 017B,E08000025,Birmingham,24.869,449,8,9,506,8,0.085,499,8,19.047,419,7,0.718,300,5,-0.1,504.5,8,26.241,492,8,53.199,110,2,0.157,454.5,8,0.096,574.5,9,-0.306,477,8,0.365,365.5,6,0.032,180,3,2.028,515,9,1.243,78,2,0.905,362.5,6
E01009230,Birmingham 017C,E08000025,Birmingham,22.964,479,8,9,453.5,8,0.092,483,8,16.94,439,7,0.057,558,9,0.398,305.5,5,21.764,576,9,47.217,199,4,0.226,367,6,0.108,555.5,9,-0.504,515.5,9,0.359,376,6,-0.363,344,6,1.955,529,9,1.084,163,3,0.833,419,7
